price,address,zipcode,Date,beds,bath,sq_ft,boro,Employed,Unemployed,income above 100k,income below 100k
650000,"82 Beaver St PENTHOUSE 4, New York, NY 10005",10005,6/27/18,Studio,,459,New York County,879665,31973,300250,594060
625000,"55 Wall St APT 824, New York, NY 10005",10005,6/27/18,Studio,,593,New York County,879665,31973,300250,594060
1990000,"15 William St APT 40A, New York, NY 10005",10005,6/25/18,0,0,1325,New York County,879665,31973,300250,594060
499000,"56 Pine St APT 12C, New York, NY 10005",10005,6/22/18,Studio,,480,New York County,879665,31973,300250,594060
522000,"1 Wall Street Ct APT 1106, New York, NY 10005",10005,6/20/18,Studio,,450,New York County,879665,31973,300250,594060
1,"18-20 Pine St #2410, New York, NY 10005",10005,6/18/18,0,0,607,New York County,879665,31973,300250,594060
525000,"1 Wall Street Ct APT 506, New York, NY 10005",10005,6/5/18,Studio,,390,New York County,879665,31973,300250,594060
1270000,"15 William St APT 38F, New York, NY 10005",10005,6/5/18,1,1,812,New York County,879665,31973,300250,594060
1060000,"15 William St APT 35B, New York, NY 10005",10005,6/4/18,1,1,791,New York County,879665,31973,300250,594060
2400000,"15 Broad St APT 3008, New York, NY 10005",10005,5/30/18,3,3,1857,New York County,879665,31973,300250,594060
1100000,"18-20 Pine St #901, New York, NY 10005",10005,5/25/18,0,0,1005,New York County,879665,31973,300250,594060
2050000,"15 Broad St APT 1916, New York, NY 10005",10005,5/25/18,3,2,1727,New York County,879665,31973,300250,594060
987702,"15 William St APT 10C, New York, NY 10005",10005,5/21/18,1,1,832,New York County,879665,31973,300250,594060
955000,"18-20 Pine St #1816, New York, NY 10005",10005,5/21/18,0,0,1005,New York County,879665,31973,300250,594060
2050000,"15 Broad St APT 1916, New York, NY 10005",10005,5/17/18,Studio,,1727,New York County,879665,31973,300250,594060
955000,"20 Pine Street, Street, NY 10005",10005,5/16/18,1,1,1,New York County,879665,31973,300250,594060
810000,"18-20 Pine St #2404, New York, NY 10005",10005,5/16/18,Studio,,694,New York County,879665,31973,300250,594060
506000,"1 Wall Street Ct APT 807, New York, NY 10005",10005,5/15/18,Studio,,420,New York County,879665,31973,300250,594060
940000,"15 Broad St APT 1228, New York, NY 10005",10005,5/8/18,Studio,,929,New York County,879665,31973,300250,594060
2450000,"18-20 Pine St #2901, New York, NY 10005",10005,5/7/18,0,0,1891,New York County,879665,31973,300250,594060
1780000,"18-20 Pine St #2904, New York, NY 10005",10005,5/3/18,0,0,1439,New York County,879665,31973,300250,594060
1260000,"15 William St APT 40G, New York, NY 10005",10005,5/1/18,1,1,800,New York County,879665,31973,300250,594060
2450000,"20 Pine St APT 2901, New York, NY 10005",10005,4/27/18,2,3,1891,New York County,879665,31973,300250,594060
877732,"75 Wall St APT 30E, New York, NY 10005",10005,4/26/18,Studio,,669,New York County,879665,31973,300250,594060
1780000,"20 Pine St APT 2904, New York, NY 10005",10005,4/25/18,2,2,1439,New York County,879665,31973,300250,594060
2100000,"15 Broad St APT 912, New York, NY 10005",10005,4/18/18,1,2,1861,New York County,879665,31973,300250,594060
1220000,"75 Wall St APT 24B, New York, NY 10005",10005,4/18/18,0,0,815,New York County,879665,31973,300250,594060
770000,"18-20 Pine St #1107, New York, NY 10005",10005,4/16/18,Studio,,675,New York County,879665,31973,300250,594060
1250000,"15 William St APT 40F, New York, NY 10005",10005,4/12/18,1,1,812,New York County,879665,31973,300250,594060
770000,"20 Pine St APT 1107, New York, NY 10005",10005,4/12/18,Studio,,675,New York County,879665,31973,300250,594060
992794,"15 William St APT 40D, New York, NY 10005",10005,4/10/18,Studio,,698,New York County,879665,31973,300250,594060
1120000,"18-20 Pine St #1805, New York, NY 10005",10005,3/29/18,0,0,1100,New York County,879665,31973,300250,594060
2300000,"15 Broad St APT 1912, New York, NY 10005",10005,3/23/18,4,2,1809,New York County,879665,31973,300250,594060
1330000,"15 William St APT 46C, New York, NY 10005",10005,3/20/18,1,1,832,New York County,879665,31973,300250,594060
635000,"1 Wall Street Ct APT 804, New York, NY 10005",10005,3/16/18,Studio,,496,New York County,879665,31973,300250,594060
1600000,"55 Liberty St APT 26A, New York, NY 10005",10005,3/15/18,3,2,1750,New York County,879665,31973,300250,594060
960000,"18-20 Pine St #2007, New York, NY 10005",10005,3/14/18,0,0,926,New York County,879665,31973,300250,594060
1150000,"75 Wall St APT 30A, New York, NY 10005",10005,3/13/18,1,1.5,886,New York County,879665,31973,300250,594060
1800000,"15 William St APT 18E, New York, NY 10005",10005,3/8/18,2,2,1300,New York County,879665,31973,300250,594060
1370000,"18-20 Pine St #1608, New York, NY 10005",10005,3/8/18,1,1.5,1208,New York County,879665,31973,300250,594060
1710000,"75 Wall St APT 31C, New York, NY 10005",10005,3/5/18,2,2,1352,New York County,879665,31973,300250,594060
1920000,"15 William St APT 29A, New York, NY 10005",10005,2/28/18,2,2,1325,New York County,879665,31973,300250,594060
1620000,"101 Wall St #5C, New York, NY 10005",10005,2/26/18,1,3,1168,New York County,879665,31973,300250,594060
1190000,"101 Wall St #10A, New York, NY 10005",10005,2/26/18,1,1,703,New York County,879665,31973,300250,594060
1610000,"15 William St APT 15H, New York, NY 10005",10005,2/23/18,2,2,1373,New York County,879665,31973,300250,594060
1840000,"15 William St APT 22E, New York, NY 10005",10005,2/20/18,2,2,1300,New York County,879665,31973,300250,594060
1130000,"18-20 Pine St #910, New York, NY 10005",10005,2/15/18,1,1,1101,New York County,879665,31973,300250,594060
912000,"15 Broad St APT 2622, New York, NY 10005",10005,2/14/18,Studio,,685,New York County,879665,31973,300250,594060
1130000,"20 Pine St APT 910, New York, NY 10005",10005,2/8/18,1,1,1101,New York County,879665,31973,300250,594060
1210000,"15 William St APT 25C, New York, NY 10005",10005,2/7/18,1,1,832,New York County,879665,31973,300250,594060
2420000,"101 Wall St #14B, New York, NY 10005",10005,2/5/18,2,2.5,1417,New York County,879665,31973,300250,594060
1210000,"101 Wall St #14A, New York, NY 10005",10005,2/5/18,1,1,703,New York County,879665,31973,300250,594060
685000,"55 Wall St APT 624, New York, NY 10005",10005,2/2/18,Studio,,589,New York County,879665,31973,300250,594060
580100,"1 Wall Street Ct APT 503, New York, NY 10005",10005,1/31/18,Studio,,366,New York County,879665,31973,300250,594060
825000,"55 Liberty St APT 22D, New York, NY 10005",10005,1/30/18,1,1,0,New York County,879665,31973,300250,594060
721000,"75 Wall St APT 33J, New York, NY 10005",10005,1/17/18,Studio,,445,New York County,879665,31973,300250,594060
1280000,"15 William St APT 44C, New York, NY 10005",10005,1/17/18,1,1,832,New York County,879665,31973,300250,594060
1270000,"15 William St APT 37B, New York, NY 10005",10005,1/16/18,1,1,791,New York County,879665,31973,300250,594060
1120000,"15 William St APT 39D, New York, NY 10005",10005,1/8/18,Studio,,698,New York County,879665,31973,300250,594060
975000,"56 Pine St APT 4D, New York, NY 10005",10005,1/3/18,2,2,1031,New York County,879665,31973,300250,594060
880000,"164-168 Pearl St #6L, New York, NY 10005",10005,12/28/17,0,0,816,New York County,879665,31973,300250,594060
994997,"15 William St APT 8F, New York, NY 10005",10005,Sun. 1-2pm,1,1,812,New York County,879665,31973,300250,594060
2390000,"101 Wall St #6B, New York, NY 10005",10005,12/21/17,Studio,,0,New York County,879665,31973,300250,594060
982500,"15 William St APT 23G, New York, NY 10005",10005,12/21/17,1,1,812,New York County,879665,31973,300250,594060
1930000,"15 William St APT 29E, New York, NY 10005",10005,12/20/17,2,2,1300,New York County,879665,31973,300250,594060
1570000,"15 William St APT 46J, New York, NY 10005",10005,12/18/17,1,2,960,New York County,879665,31973,300250,594060
1580000,"15 William St APT 46K, New York, NY 10005",10005,12/14/17,1,2,1062,New York County,879665,31973,300250,594060
1110000,"15 William St APT 14C, New York, NY 10005",10005,12/13/17,1,1,832,New York County,879665,31973,300250,594060
780000,"55 Wall St APT 504, New York, NY 10005",10005,12/13/17,1,1,890,New York County,879665,31973,300250,594060
1250000,"18-20 Pine St #2604, New York, NY 10005",10005,12/12/17,0,0,1045,New York County,879665,31973,300250,594060
2610000,"15 Broad St APT 1120, New York, NY 10005",10005,12/8/17,3,3,2300,New York County,879665,31973,300250,594060
1900000,"55 Liberty St #1920A, New York, NY 10005",10005,12/8/17,0,0,0,New York County,879665,31973,300250,594060
977520,"101 Wall St #4A, New York, NY 10005",10005,12/4/17,Studio,,0,New York County,879665,31973,300250,594060
580000,"164-168 Pearl St #12E, New York, NY 10005",10005,11/30/17,0,0,547,New York County,879665,31973,300250,594060
835000,"75 Wall St APT 27E, New York, NY 10005",10005,11/30/17,Studio,,669,New York County,879665,31973,300250,594060
2570000,"101 Wall St #8B, New York, NY 10005",10005,11/27/17,Studio,,0,New York County,879665,31973,300250,594060
1290000,"15 William St APT D7, New York, NY 10005",10005,11/22/17,1,2,1065,New York County,879665,31973,300250,594060
755000,"55 Wall St APT 506, New York, NY 10005",10005,11/22/17,0,1,659,New York County,879665,31973,300250,594060
580000,"130 Water St APT 12E, New York, NY 10005",10005,11/20/17,Studio,,540,New York County,879665,31973,300250,594060
2900000,"15 Broad St APT 1720, New York, NY 10005",10005,11/20/17,3,3,2300,New York County,879665,31973,300250,594060
945000,"130-168 Water St #9K, New York, NY 10005",10005,11/16/17,1,1,813,New York County,879665,31973,300250,594060
665000,"56 Pine St APT 16A, New York, NY 10005",10005,11/15/17,1,1,622,New York County,879665,31973,300250,594060
2100000,"15 Broad St APT 1716, New York, NY 10005",10005,11/9/17,1,2,1727,New York County,879665,31973,300250,594060
685000,"56 Pine St APT 11B, New York, NY 10005",10005,10/31/17,1,1,706,New York County,879665,31973,300250,594060
1840000,"15 William St APT 24A, New York, NY 10005",10005,10/20/17,2,2,1325,New York County,879665,31973,300250,594060
1260000,"15 William St APT 43C, New York, NY 10005",10005,10/20/17,1,1,832,New York County,879665,31973,300250,594060
1150000,"15 Broad St APT 2430, New York, NY 10005",10005,10/5/20,Studio,,1145,New York County,879665,31973,300250,594060
1210000,"75 Wall St APT 28P, New York, NY 10005",10005,8/12/20,1,2,1126,New York County,879665,31973,300250,594060
535000,"56 Pine St APT 15D, New York, NY 10005",10005,7/29/20,1,1,662,New York County,879665,31973,300250,594060
820000,"67 Liberty St APT 16, New York, NY 10005",10005,7/29/20,1,1,812,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 802, New York, NY 10005",10005,7/28/20,1,2,1785,New York County,879665,31973,300250,594060
563603,"82 Beaver St PENTHOUSE 7, New York, NY 10005",10005,7/17/20,Studio,,418,New York County,879665,31973,300250,594060
2800000,"15 Broad St APT 2910, New York, NY 10005",10005,7/17/20,2,2,1974,New York County,879665,31973,300250,594060
1270000,"53-55 Liberty Plz, New York, NY 10005",10005,7/15/20,0,0,167448,New York County,879665,31973,300250,594060
1270000,"55 Liberty St APT 28C, New York, NY 10005",10005,7/15/20,3,2,1750,New York County,879665,31973,300250,594060
540000,"55 Wall St APT 614, New York, NY 10005",10005,7/14/20,Studio,,630,New York County,879665,31973,300250,594060
600000,"75 Wall St APT 25J, New York, NY 10005",10005,7/13/20,Studio,,445,New York County,879665,31973,300250,594060
1880000,"15 Broad St APT 2600, New York, NY 10005",10005,7/6/20,1,2,1734,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 29I, New York, NY 10005",10005,6/25/20,Studio,,438,New York County,879665,31973,300250,594060
1060000,"75 Wall St APT 30B, New York, NY 10005",10005,6/23/20,1,2,815,New York County,879665,31973,300250,594060
1080000,"18-20 Pine St #2414, New York, NY 10005",10005,6/18/20,0,0,991,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 30I, New York, NY 10005",10005,6/17/20,Studio,,439,New York County,879665,31973,300250,594060
495000,"55 Wall St APT 835, New York, NY 10005",10005,6/16/20,Studio,,536,New York County,879665,31973,300250,594060
1730000,"15 William St APT 39E, New York, NY 10005",10005,5/15/20,2,2,1300,New York County,879665,31973,300250,594060
605000,"75 Wall St #29I, New York, NY 10005",10005,5/13/20,Studio,,439,New York County,879665,31973,300250,594060
150000,"15 Broad St APT 2028, New York, NY 10005",10005,5/12/20,0,0,916,New York County,879665,31973,300250,594060
1600000,"15 William St APT 15E, New York, NY 10005",10005,4/23/20,2,2,1300,New York County,879665,31973,300250,594060
450000,"75 Wall St APT 18L, New York, NY 10005",10005,4/7/20,Studio,,450,New York County,879665,31973,300250,594060
760000,"75 Wall St APT 22E, New York, NY 10005",10005,4/6/20,Studio,,669,New York County,879665,31973,300250,594060
599000,"56 Pine St APT 14E, New York, NY 10005",10005,4/3/20,1,1,776,New York County,879665,31973,300250,594060
950000,"15 William St APT 20G, New York, NY 10005",10005,3/31/20,1,1,800,New York County,879665,31973,300250,594060
640000,"75 Wall St APT 32L, New York, NY 10005",10005,3/31/20,0,0,441,New York County,879665,31973,300250,594060
2150000,"18-20 Pine St #2801, New York, NY 10005",10005,3/30/20,0,0,1808,New York County,879665,31973,300250,594060
1110000,"55 Wall St APT 730, New York, NY 10005",10005,3/25/20,2,2,1672,New York County,879665,31973,300250,594060
640000,"75 Wall St #32L, New York, NY 10005",10005,3/20/20,Studio,,441,New York County,879665,31973,300250,594060
970000,"101 Wall St #15A, New York, NY 10005",10005,3/19/20,1,1,703,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 3300, New York, NY 10005",10005,3/18/20,2,2,1922,New York County,879665,31973,300250,594060
1680000,"15 William St APT 25E, New York, NY 10005",10005,3/16/20,2,2,1300,New York County,879665,31973,300250,594060
1270000,"15 Broad St APT 3214, New York, NY 10005",10005,3/10/20,1,2,1115,New York County,879665,31973,300250,594060
664050,"55 Wall St APT 708, New York, NY 10005",10005,3/9/20,Studio,,659,New York County,879665,31973,300250,594060
2100000,"18-20 Pine St #2206, New York, NY 10005",10005,3/5/20,0,0,1807,New York County,879665,31973,300250,594060
2760000,"18-20 Pine St #21012, New York, NY 10005",10005,3/4/20,0,0,2373,New York County,879665,31973,300250,594060
1340000,"50 Pine St APT 3N, New York, NY 10005",10005,2/25/20,3,2,1720,New York County,879665,31973,300250,594060
2250000,"15 William St PENTHOUSE 2, New York, NY 10005",10005,2/11/20,2,2.5,1657,New York County,879665,31973,300250,594060
860000,"18-20 Pine St #2203, New York, NY 10005",10005,2/10/20,0,0,820,New York County,879665,31973,300250,594060
1050000,"15 Broad St APT 1126, New York, NY 10005",10005,2/10/20,1,1,1189,New York County,879665,31973,300250,594060
1150000,"15 Broad St APT 2430, New York, NY 10005",10005,10/5/20,Studio,,1145,New York County,879665,31973,300250,594060
1210000,"75 Wall St APT 28P, New York, NY 10005",10005,8/12/20,1,2,1126,New York County,879665,31973,300250,594060
820000,"67 Liberty St APT 16, New York, NY 10005",10005,7/29/20,1,1,812,New York County,879665,31973,300250,594060
535000,"56 Pine St APT 15D, New York, NY 10005",10005,7/29/20,1,1,662,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 802, New York, NY 10005",10005,7/28/20,1,2,1785,New York County,879665,31973,300250,594060
563603,"82 Beaver St PENTHOUSE 7, New York, NY 10005",10005,7/17/20,Studio,,418,New York County,879665,31973,300250,594060
2800000,"15 Broad St APT 2910, New York, NY 10005",10005,7/17/20,2,2,1974,New York County,879665,31973,300250,594060
1270000,"53-55 Liberty Plz, New York, NY 10005",10005,7/15/20,0,0,167448,New York County,879665,31973,300250,594060
1270000,"55 Liberty St APT 28C, New York, NY 10005",10005,7/15/20,3,2,1750,New York County,879665,31973,300250,594060
540000,"55 Wall St APT 614, New York, NY 10005",10005,7/14/20,Studio,,630,New York County,879665,31973,300250,594060
600000,"75 Wall St APT 25J, New York, NY 10005",10005,7/13/20,Studio,,445,New York County,879665,31973,300250,594060
1880000,"15 Broad St APT 2600, New York, NY 10005",10005,7/6/20,1,2,1734,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 29I, New York, NY 10005",10005,6/25/20,Studio,,438,New York County,879665,31973,300250,594060
1060000,"75 Wall St APT 30B, New York, NY 10005",10005,6/23/20,1,2,815,New York County,879665,31973,300250,594060
1080000,"18-20 Pine St #2414, New York, NY 10005",10005,6/18/20,0,0,991,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 30I, New York, NY 10005",10005,6/17/20,Studio,,439,New York County,879665,31973,300250,594060
495000,"55 Wall St APT 835, New York, NY 10005",10005,6/16/20,Studio,,536,New York County,879665,31973,300250,594060
1730000,"15 William St APT 39E, New York, NY 10005",10005,5/15/20,2,2,1300,New York County,879665,31973,300250,594060
605000,"75 Wall St #29I, New York, NY 10005",10005,5/13/20,Studio,,439,New York County,879665,31973,300250,594060
150000,"15 Broad St APT 2028, New York, NY 10005",10005,5/12/20,0,0,916,New York County,879665,31973,300250,594060
1600000,"15 William St APT 15E, New York, NY 10005",10005,4/23/20,2,2,1300,New York County,879665,31973,300250,594060
450000,"75 Wall St APT 18L, New York, NY 10005",10005,4/7/20,Studio,,450,New York County,879665,31973,300250,594060
760000,"75 Wall St APT 22E, New York, NY 10005",10005,4/6/20,Studio,,669,New York County,879665,31973,300250,594060
599000,"56 Pine St APT 14E, New York, NY 10005",10005,4/3/20,1,1,776,New York County,879665,31973,300250,594060
950000,"15 William St APT 20G, New York, NY 10005",10005,3/31/20,1,1,800,New York County,879665,31973,300250,594060
640000,"75 Wall St APT 32L, New York, NY 10005",10005,3/31/20,0,0,441,New York County,879665,31973,300250,594060
2150000,"18-20 Pine St #2801, New York, NY 10005",10005,3/30/20,0,0,1808,New York County,879665,31973,300250,594060
1110000,"55 Wall St APT 730, New York, NY 10005",10005,3/25/20,2,2,1672,New York County,879665,31973,300250,594060
640000,"75 Wall St #32L, New York, NY 10005",10005,3/20/20,Studio,,441,New York County,879665,31973,300250,594060
970000,"101 Wall St #15A, New York, NY 10005",10005,3/19/20,1,1,703,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 3300, New York, NY 10005",10005,3/18/20,2,2,1922,New York County,879665,31973,300250,594060
1680000,"15 William St APT 25E, New York, NY 10005",10005,3/16/20,2,2,1300,New York County,879665,31973,300250,594060
1270000,"15 Broad St APT 3214, New York, NY 10005",10005,3/10/20,1,2,1115,New York County,879665,31973,300250,594060
664050,"55 Wall St APT 708, New York, NY 10005",10005,3/9/20,Studio,,659,New York County,879665,31973,300250,594060
2100000,"18-20 Pine St #2206, New York, NY 10005",10005,3/5/20,0,0,1807,New York County,879665,31973,300250,594060
2760000,"18-20 Pine St #21012, New York, NY 10005",10005,3/4/20,0,0,2373,New York County,879665,31973,300250,594060
1340000,"50 Pine St APT 3N, New York, NY 10005",10005,2/25/20,3,2,1720,New York County,879665,31973,300250,594060
2250000,"15 William St PENTHOUSE 2, New York, NY 10005",10005,2/11/20,2,2.5,1657,New York County,879665,31973,300250,594060
860000,"18-20 Pine St #2203, New York, NY 10005",10005,2/10/20,0,0,820,New York County,879665,31973,300250,594060
1050000,"15 Broad St APT 1126, New York, NY 10005",10005,2/10/20,1,1,1189,New York County,879665,31973,300250,594060
1150000,"15 Broad St APT 2430, New York, NY 10005",10005,10/5/20,Studio,,1145,New York County,879665,31973,300250,594060
1210000,"75 Wall St APT 28P, New York, NY 10005",10005,8/12/20,1,2,1126,New York County,879665,31973,300250,594060
535000,"56 Pine St APT 15D, New York, NY 10005",10005,7/29/20,1,1,662,New York County,879665,31973,300250,594060
820000,"67 Liberty St APT 16, New York, NY 10005",10005,7/29/20,1,1,812,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 802, New York, NY 10005",10005,7/28/20,1,2,1785,New York County,879665,31973,300250,594060
563603,"82 Beaver St PENTHOUSE 7, New York, NY 10005",10005,7/17/20,Studio,,418,New York County,879665,31973,300250,594060
2800000,"15 Broad St APT 2910, New York, NY 10005",10005,7/17/20,2,2,1974,New York County,879665,31973,300250,594060
1270000,"53-55 Liberty Plz, New York, NY 10005",10005,7/15/20,0,0,167448,New York County,879665,31973,300250,594060
1270000,"55 Liberty St APT 28C, New York, NY 10005",10005,7/15/20,3,2,1750,New York County,879665,31973,300250,594060
540000,"55 Wall St APT 614, New York, NY 10005",10005,7/14/20,Studio,,630,New York County,879665,31973,300250,594060
600000,"75 Wall St APT 25J, New York, NY 10005",10005,7/13/20,Studio,,445,New York County,879665,31973,300250,594060
1880000,"15 Broad St APT 2600, New York, NY 10005",10005,7/6/20,1,2,1734,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 29I, New York, NY 10005",10005,6/25/20,Studio,,438,New York County,879665,31973,300250,594060
1060000,"75 Wall St APT 30B, New York, NY 10005",10005,6/23/20,1,2,815,New York County,879665,31973,300250,594060
1080000,"18-20 Pine St #2414, New York, NY 10005",10005,6/18/20,0,0,991,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 30I, New York, NY 10005",10005,6/17/20,Studio,,439,New York County,879665,31973,300250,594060
495000,"55 Wall St APT 835, New York, NY 10005",10005,6/16/20,Studio,,536,New York County,879665,31973,300250,594060
1730000,"15 William St APT 39E, New York, NY 10005",10005,5/15/20,2,2,1300,New York County,879665,31973,300250,594060
605000,"75 Wall St #29I, New York, NY 10005",10005,5/13/20,Studio,,439,New York County,879665,31973,300250,594060
150000,"15 Broad St APT 2028, New York, NY 10005",10005,5/12/20,0,0,916,New York County,879665,31973,300250,594060
1600000,"15 William St APT 15E, New York, NY 10005",10005,4/23/20,2,2,1300,New York County,879665,31973,300250,594060
450000,"75 Wall St APT 18L, New York, NY 10005",10005,4/7/20,Studio,,450,New York County,879665,31973,300250,594060
760000,"75 Wall St APT 22E, New York, NY 10005",10005,4/6/20,Studio,,669,New York County,879665,31973,300250,594060
599000,"56 Pine St APT 14E, New York, NY 10005",10005,4/3/20,1,1,776,New York County,879665,31973,300250,594060
950000,"15 William St APT 20G, New York, NY 10005",10005,3/31/20,1,1,800,New York County,879665,31973,300250,594060
640000,"75 Wall St APT 32L, New York, NY 10005",10005,3/31/20,0,0,441,New York County,879665,31973,300250,594060
2150000,"18-20 Pine St #2801, New York, NY 10005",10005,3/30/20,0,0,1808,New York County,879665,31973,300250,594060
1110000,"55 Wall St APT 730, New York, NY 10005",10005,3/25/20,2,2,1672,New York County,879665,31973,300250,594060
640000,"75 Wall St #32L, New York, NY 10005",10005,3/20/20,Studio,,441,New York County,879665,31973,300250,594060
970000,"101 Wall St #15A, New York, NY 10005",10005,3/19/20,1,1,703,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 3300, New York, NY 10005",10005,3/18/20,2,2,1922,New York County,879665,31973,300250,594060
1680000,"15 William St APT 25E, New York, NY 10005",10005,3/16/20,2,2,1300,New York County,879665,31973,300250,594060
1270000,"15 Broad St APT 3214, New York, NY 10005",10005,3/10/20,1,2,1115,New York County,879665,31973,300250,594060
664050,"55 Wall St APT 708, New York, NY 10005",10005,3/9/20,Studio,,659,New York County,879665,31973,300250,594060
2100000,"18-20 Pine St #2206, New York, NY 10005",10005,3/5/20,0,0,1807,New York County,879665,31973,300250,594060
2760000,"18-20 Pine St #21012, New York, NY 10005",10005,3/4/20,0,0,2373,New York County,879665,31973,300250,594060
1340000,"50 Pine St APT 3N, New York, NY 10005",10005,2/25/20,3,2,1720,New York County,879665,31973,300250,594060
2250000,"15 William St PENTHOUSE 2, New York, NY 10005",10005,2/11/20,2,2.5,1657,New York County,879665,31973,300250,594060
860000,"18-20 Pine St #2203, New York, NY 10005",10005,2/10/20,0,0,820,New York County,879665,31973,300250,594060
1050000,"15 Broad St APT 1126, New York, NY 10005",10005,2/10/20,1,1,1189,New York County,879665,31973,300250,594060
1150000,"15 Broad St APT 2430, New York, NY 10005",10005,10/5/20,Studio,,1145,New York County,879665,31973,300250,594060
1210000,"75 Wall St APT 28P, New York, NY 10005",10005,8/12/20,1,2,1126,New York County,879665,31973,300250,594060
820000,"67 Liberty St APT 16, New York, NY 10005",10005,7/29/20,1,1,812,New York County,879665,31973,300250,594060
535000,"56 Pine St APT 15D, New York, NY 10005",10005,7/29/20,1,1,662,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 802, New York, NY 10005",10005,7/28/20,1,2,1785,New York County,879665,31973,300250,594060
563603,"82 Beaver St PENTHOUSE 7, New York, NY 10005",10005,7/17/20,Studio,,418,New York County,879665,31973,300250,594060
2800000,"15 Broad St APT 2910, New York, NY 10005",10005,7/17/20,2,2,1974,New York County,879665,31973,300250,594060
1270000,"53-55 Liberty Plz, New York, NY 10005",10005,7/15/20,0,0,167448,New York County,879665,31973,300250,594060
1270000,"55 Liberty St APT 28C, New York, NY 10005",10005,7/15/20,3,2,1750,New York County,879665,31973,300250,594060
540000,"55 Wall St APT 614, New York, NY 10005",10005,7/14/20,Studio,,630,New York County,879665,31973,300250,594060
600000,"75 Wall St APT 25J, New York, NY 10005",10005,7/13/20,Studio,,445,New York County,879665,31973,300250,594060
1880000,"15 Broad St APT 2600, New York, NY 10005",10005,7/6/20,1,2,1734,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 29I, New York, NY 10005",10005,6/25/20,Studio,,438,New York County,879665,31973,300250,594060
1060000,"75 Wall St APT 30B, New York, NY 10005",10005,6/23/20,1,2,815,New York County,879665,31973,300250,594060
1080000,"18-20 Pine St #2414, New York, NY 10005",10005,6/18/20,0,0,991,New York County,879665,31973,300250,594060
605000,"75 Wall St APT 30I, New York, NY 10005",10005,6/17/20,Studio,,439,New York County,879665,31973,300250,594060
495000,"55 Wall St APT 835, New York, NY 10005",10005,6/16/20,Studio,,536,New York County,879665,31973,300250,594060
1730000,"15 William St APT 39E, New York, NY 10005",10005,5/15/20,2,2,1300,New York County,879665,31973,300250,594060
605000,"75 Wall St #29I, New York, NY 10005",10005,5/13/20,Studio,,439,New York County,879665,31973,300250,594060
150000,"15 Broad St APT 2028, New York, NY 10005",10005,5/12/20,0,0,916,New York County,879665,31973,300250,594060
1600000,"15 William St APT 15E, New York, NY 10005",10005,4/23/20,2,2,1300,New York County,879665,31973,300250,594060
450000,"75 Wall St APT 18L, New York, NY 10005",10005,4/7/20,Studio,,450,New York County,879665,31973,300250,594060
760000,"75 Wall St APT 22E, New York, NY 10005",10005,4/6/20,Studio,,669,New York County,879665,31973,300250,594060
599000,"56 Pine St APT 14E, New York, NY 10005",10005,4/3/20,1,1,776,New York County,879665,31973,300250,594060
640000,"75 Wall St APT 32L, New York, NY 10005",10005,3/31/20,0,0,441,New York County,879665,31973,300250,594060
950000,"15 William St APT 20G, New York, NY 10005",10005,3/31/20,1,1,800,New York County,879665,31973,300250,594060
2150000,"18-20 Pine St #2801, New York, NY 10005",10005,3/30/20,0,0,1808,New York County,879665,31973,300250,594060
1110000,"55 Wall St APT 730, New York, NY 10005",10005,3/25/20,2,2,1672,New York County,879665,31973,300250,594060
640000,"75 Wall St #32L, New York, NY 10005",10005,3/20/20,Studio,,441,New York County,879665,31973,300250,594060
970000,"101 Wall St #15A, New York, NY 10005",10005,3/19/20,1,1,703,New York County,879665,31973,300250,594060
1900000,"15 Broad St APT 3300, New York, NY 10005",10005,3/18/20,2,2,1922,New York County,879665,31973,300250,594060
1680000,"15 William St APT 25E, New York, NY 10005",10005,3/16/20,2,2,1300,New York County,879665,31973,300250,594060
1270000,"15 Broad St APT 3214, New York, NY 10005",10005,3/10/20,1,2,1115,New York County,879665,31973,300250,594060
664050,"55 Wall St APT 708, New York, NY 10005",10005,3/9/20,Studio,,659,New York County,879665,31973,300250,594060
2100000,"18-20 Pine St #2206, New York, NY 10005",10005,3/5/20,0,0,1807,New York County,879665,31973,300250,594060
2760000,"18-20 Pine St #21012, New York, NY 10005",10005,3/4/20,0,0,2373,New York County,879665,31973,300250,594060
1340000,"50 Pine St APT 3N, New York, NY 10005",10005,2/25/20,3,2,1720,New York County,879665,31973,300250,594060
2250000,"15 William St PENTHOUSE 2, New York, NY 10005",10005,2/11/20,2,2.5,1657,New York County,879665,31973,300250,594060
