year,zipcode,boro,sq ft,bedrooms,starbucks within mile,unemployment,income?,median previous year price,house price (dep variable)
2010,11428,Queens,2828,2,5,3872,578509,1571377.5,1745975
2010,11429,Queens,2893,3,5,1055,661183,1229456.7,1366063
2010,11430,Queens,2109,1,4,1484,707256,404238.6,449154
2010,11432,Queens,511,3,1,1416,689048,1414410.3,1571567
2010,11433,Queens,1938,3,4,3130,323561,948348,1053720
2010,11434,Queens,1024,1,5,1831,672350,631983.6,702204
2010,11435,Queens,650,2,1,2216,362380,418446,464940
2010,11436,Queens,2500,1,5,2491,346248,551251.8,612502
2010,11691,Queens,1912,1,3,1830,358670,785093.4,872326
2010,11692,Queens,2781,3,1,1437,470715,806243.4,895826
2010,11693,Queens,2567,1,5,1162,340557,1545609.6,1717344
2010,11694,Queens,1355,1,3,2934,593653,1139588.1,1266209
2010,11697,Queens,1070,3,5,3383,569365,1270065.6,1411184
2010,10451,Bronx,2890,1,2,2283,341649,842195.7,935773
2010,10452,Bronx,3479,2,4,1900,471463,1509344.1,1677049
2010,10453,Bronx,2539,2,2,1432,514526,1671853.5,1857615
2010,10454,Bronx,3389,3,2,1104,561650,579802.5,644225
2010,10455,Bronx,2284,1,3,2996,559754,679359.6,754844
2010,10456,Bronx,3292,2,4,3007,184388,941762.7,1046403
2010,10457,Bronx,2188,3,2,1187,674404,870255.9,966951
2010,10458,Bronx,759,2,2,2963,401721,579193.2,643548
2010,10459,Bronx,854,3,0,2808,387689,1220442.3,1356047
2010,10460,Bronx,2815,2,1,3654,315055,586287.9,651431
2010,10461,Bronx,640,3,3,3463,136891,1165230.9,1294701
2010,10462,Bronx,1462,1,3,3571,338666,670502.7,745003
2010,10463,Bronx,2546,2,4,1446,213894,756298.8,840332
2010,10464,Bronx,696,1,3,1458,543323,452167.2,502408
2010,10465,Bronx,960,3,4,2758,209311,640132.2,711258
2010,10466,Bronx,2611,1,2,3862,547882,600691.5,667435
2010,10467,Bronx,521,1,6,2321,238087,1671793.2,1857548
2010,10468,Bronx,1956,1,4,2237,215931,1389483,1543870
2010,10469,Bronx,2470,1,1,2419,565423,1593090,1770100
2010,10470,Bronx,1518,2,5,2678,440123,1183206.6,1314674
2010,10471,Bronx,3385,1,0,3396,441797,1264392,1404880
2010,10472,Bronx,2796,1,1,3887,461394,832859.1,925399
2010,10473,Bronx,2738,3,4,1255,532289,1196355.6,1329284
2010,10474,Bronx,3173,1,1,1549,581859,836116.2,929018
2010,10475,Bronx,2337,1,6,3139,130045,704862.9,783181
2010,11201,Brooklyn,768,2,3,3966,235221,474212.7,526903
2010,11203,Brooklyn,1368,1,5,1549,254588,1019140.2,1132378
2010,11204,Brooklyn,3040,2,5,1943,703426,768207.6,853564
2010,11205,Brooklyn,2522,1,5,1014,366292,1213155.9,1347951
2010,11206,Brooklyn,842,2,3,3884,370131,1431990.9,1591101
2010,11207,Brooklyn,1399,3,0,3913,400446,943798.5,1048665
2010,11208,Brooklyn,556,3,4,1093,663010,983430.9,1092701
2010,11209,Brooklyn,2052,3,2,1117,41539,1786895.1,1985439
2010,11210,Brooklyn,2386,3,1,2432,115723,445294.8,494772
2010,11211,Brooklyn,1184,2,3,1423,218093,880101,977890
2010,11212,Brooklyn,1735,3,4,1443,144663,1424930.4,1583256
2010,11213,Brooklyn,1685,2,4,3558,117703,895938.3,995487
2010,11214,Brooklyn,769,3,0,2143,356730,1435339.8,1594822
2010,11215,Brooklyn,594,2,2,1804,86381,1772227.8,1969142
2010,11216,Brooklyn,683,3,5,2949,486897,792108.9,880121
2010,11217,Brooklyn,2793,3,5,1234,371695,1191153.6,1323504
2010,11218,Brooklyn,817,2,6,1724,435168,1486458,1651620
2010,11219,Brooklyn,524,1,2,3511,343110,422385.3,469317
2010,11220,Brooklyn,964,2,4,3186,584281,901277.1,1001419
2010,11221,Brooklyn,2771,3,6,2442,709478,406652.4,451836
2010,11222,Brooklyn,2991,1,0,3578,81932,365227.2,405808
2010,11223,Brooklyn,2481,1,4,2488,688607,635190.3,705767
2010,11224,Brooklyn,2719,1,0,2957,122767,305360.1,339289
2010,11225,Brooklyn,2356,1,5,1593,384734,1339137,1487930
2010,11226,Brooklyn,882,3,5,2101,447775,994324.5,1104805
2010,11228,Brooklyn,2349,1,2,1928,349003,1641934.8,1824372
2010,11229,Brooklyn,1691,2,2,3543,165174,670106.7,744563
2010,11230,Brooklyn,2326,1,0,3093,218284,1426191.3,1584657
2010,11231,Brooklyn,887,3,6,1173,282776,707643,786270
2010,11232,Brooklyn,3003,2,6,2674,447008,1489612.5,1655125
2010,11233,Brooklyn,2024,2,0,1512,272054,1705252.5,1894725
2010,11234,Brooklyn,1922,3,0,2029,579730,641346.3,712607
2010,11235,Brooklyn,1211,3,3,2942,318429,422308.8,469232
2010,11236,Brooklyn,1329,1,2,2285,682869,785412.9,872681
2010,11237,Brooklyn,1200,1,2,3032,535835,321219.9,356911
2010,11238,Brooklyn,1069,2,6,2111,595372,991871.1,1102079
2010,11239,Brooklyn,795,1,2,3502,271086,1657649.7,1841833
2010,11241,Brooklyn,530,1,1,1082,543675,661399.2,734888
2010,11242,Brooklyn,3118,2,3,1223,95347,1473871.5,1637635
2010,11243,Brooklyn,1606,3,2,2559,602288,270533.7,300593
2010,11249,Brooklyn,1772,3,2,1284,623678,243964.8,271072
2010,11252,Brooklyn,1560,2,1,2264,736613,1074915.9,1194351
2010,11256,Brooklyn,967,3,1,1552,155181,1279262.7,1421403
2010,10001,Manhattan,943,2,2,1487,170831,928735.2,1031928
2010,10002,Manhattan,2264,2,1,3686,268038,1549072.8,1721192
2010,10003,Manhattan,1000,1,2,1643,626278,1584214.2,1760238
2010,10004,Manhattan,2542,3,5,2358,327839,1057996.8,1175552
2010,10005,Manhattan,2567,1,4,2941,462331,1330299,1478110
2010,10006,Manhattan,1249,2,6,1628,88463,1438302.6,1598114
2010,10007,Manhattan,2296,2,6,2506,480642,577460.7,641623
2010,10009,Manhattan,598,2,6,1766,721692,648552.6,720614
2010,10010,Manhattan,1398,1,0,3155,731828,280579.5,311755
2010,10011,Manhattan,1084,2,0,1827,398449,1093177.8,1214642
2010,10012,Manhattan,1343,3,0,2881,108101,1507870.8,1675412
2010,10013,Manhattan,1758,3,3,1237,232287,556419.6,618244
2010,10014,Manhattan,1244,1,2,1273,227718,249744.6,277494
2010,10015,Manhattan,690,3,0,1917,368912,647201.7,719113
2010,10016,Manhattan,1490,3,5,2012,211326,977346,1085940
2010,10017,Manhattan,1587,2,6,2206,313375,1741704.3,1935227
2010,10018,Manhattan,2654,2,1,3764,103592,1409930.1,1566589
2010,10019,Manhattan,2871,2,1,3474,605939,453901.5,504335
2010,10020,Manhattan,1615,1,1,2307,326088,1128436.2,1253818
2010,10021,Manhattan,2967,2,2,3892,283271,701161.2,779068
2010,10022,Manhattan,2727,1,4,2244,505165,1686102.3,1873447
2010,10023,Manhattan,1242,3,0,1883,242760,1662402.6,1847114
2010,10024,Manhattan,2647,3,1,2700,524366,231814.8,257572
2010,10025,Manhattan,2971,3,0,3623,426393,685269,761410
2010,10026,Manhattan,552,2,6,2291,548590,1041896.7,1157663
2010,10027,Manhattan,1470,3,3,2667,735605,832464.9,924961
2010,10028,Manhattan,862,2,2,2303,557393,1323608.4,1470676
2010,10029,Manhattan,879,3,5,1112,437824,1569870,1744300
2010,10030,Manhattan,679,2,4,1271,177395,608118.3,675687
2010,10031,Manhattan,2790,2,6,2306,36509,1422174.6,1580194
2010,10032,Manhattan,3455,1,6,2397,337765,867986.1,964429
2010,10033,Manhattan,1283,2,5,3537,77156,226381.5,251535
2010,10034,Manhattan,3049,1,5,3442,469390,306346.5,340385
2010,10035,Manhattan,898,1,1,1931,209959,1216781.1,1351979
2010,10036,Manhattan,2856,1,4,1929,243468,520781.4,578646
2010,10037,Manhattan,2992,1,5,3985,502661,494314.2,549238
2010,10038,Manhattan,970,2,4,2431,83251,324162,360180
2010,10039,Manhattan,1455,2,2,1370,245826,894529.8,993922
2010,10040,Manhattan,3001,3,6,3012,390829,591203.7,656893
2010,10041,Manhattan,2653,2,2,2301,350668,1543196.7,1714663
2010,10044,Manhattan,609,3,1,1583,733575,707004.9,785561
2010,10045,Manhattan,618,1,5,3420,135276,1577043,1752270
2010,10048,Manhattan,1144,3,2,1404,243625,543896.1,604329
2010,10055,Manhattan,2914,2,1,1748,321643,655506,728340
2010,10060,Manhattan,3401,2,4,3879,736443,827728.2,919698
2010,10069,Manhattan,1463,2,2,1489,178111,1592425.8,1769362
2010,10090,Manhattan,2093,2,4,2759,507247,864555.3,960617
2010,10095,Manhattan,2991,3,1,1325,121437,281619,312910
2010,10098,Manhattan,3291,2,5,1512,225543,1777494.6,1974994
2010,10099,Manhattan,2793,1,5,3577,101726,827478.9,919421
2010,10103,Manhattan,1048,3,6,2152,319317,997372.8,1108192
2010,10104,Manhattan,2282,2,3,2616,394198,1391216.4,1545796
2010,10105,Manhattan,1238,3,4,2427,50584,1581610.5,1757345
2010,10106,Manhattan,2614,1,5,3281,105937,668430,742700
2010,10107,Manhattan,2265,1,3,3121,550973,1690284.6,1878094
2010,10110,Manhattan,1757,1,3,2573,728903,1143486,1270540
2010,10111,Manhattan,3461,2,6,1517,84761,287806.5,319785
2010,10112,Manhattan,1946,2,3,1214,713081,1603817.1,1782019
2010,10115,Manhattan,2858,3,5,1711,68942,1085989.5,1206655
2010,10118,Manhattan,2139,1,3,3050,464820,246199.5,273555
2010,10119,Manhattan,1059,1,4,3816,735479,1649934,1833260
2010,10120,Manhattan,1165,2,6,3866,388324,1796857.2,1996508
2010,10121,Manhattan,3160,2,3,2728,339002,247458.6,274954
2010,10122,Manhattan,1049,1,4,3549,470075,244476,271640
2010,10123,Manhattan,1658,3,2,3171,601063,1040478.3,1156087
2010,10128,Manhattan,1174,2,6,3575,737154,884668.5,982965
2010,10151,Manhattan,1783,1,2,2115,587687,733800.6,815334
2010,10152,Manhattan,1533,2,4,1101,129590,1497002.4,1663336
2010,10153,Manhattan,1555,1,4,3713,440210,1370580.3,1522867
2010,10154,Manhattan,825,1,5,2821,474424,420561,467290
2010,10155,Manhattan,3490,3,5,1026,184960,429846.3,477607
2010,10158,Manhattan,3213,3,3,1261,319581,327360.6,363734
2010,10161,Manhattan,1721,3,2,3676,696682,1031672.7,1146303
2010,10162,Manhattan,2876,1,3,3128,334586,1012515.3,1125017
2010,10165,Manhattan,3390,2,0,1962,600809,940779.9,1045311
2010,10166,Manhattan,641,1,0,1550,661477,557759.7,619733
2010,10167,Manhattan,2048,1,1,2897,256350,553131,614590
2010,10168,Manhattan,1354,2,4,3798,390814,1208109.6,1342344
2010,10169,Manhattan,798,3,2,3425,460102,1702852.2,1892058
2010,10170,Manhattan,2912,1,0,2939,449759,1553174.1,1725749
2010,10171,Manhattan,1930,3,4,1062,183612,900005.4,1000006
2010,10172,Manhattan,761,3,4,1697,618202,1663168.5,1847965
2010,10173,Manhattan,3463,3,2,2404,693268,922021.2,1024468
2010,10174,Manhattan,3060,2,5,3539,375123,1011762.9,1124181
2010,10175,Manhattan,1817,2,0,2691,666310,1579229.1,1754699
2010,10176,Manhattan,626,2,1,3071,669350,615489.3,683877
2010,10177,Manhattan,2781,3,3,2646,293599,1312394.4,1458216
2010,10178,Manhattan,3486,3,3,3171,72884,348006.6,386674
2010,10199,Manhattan,537,2,3,1984,356467,692488.8,769432
2010,10270,Manhattan,546,2,1,1247,602044,1100996.1,1223329
2010,10271,Manhattan,1157,2,3,2648,322566,1425181.5,1583535
2010,10278,Manhattan,2586,1,6,1242,274292,486396.9,540441
2010,10279,Manhattan,2721,1,4,2983,134031,1366581.6,1518424
2010,10280,Manhattan,1698,2,6,3709,487540,1602077.4,1780086
2010,10281,Manhattan,3460,1,6,1531,349004,1360702.8,1511892
2010,10282,Manhattan,1380,1,5,2802,170612,313078.5,347865
2010,11101,Queens,1870,1,5,2261,138779,336929.4,374366
2010,11102,Queens,1605,1,3,1837,404779,1180557,1311730
2010,11103,Queens,1558,3,0,1641,257895,1484380.8,1649312
2010,11004,Queens,646,1,0,1174,450257,1737954,1931060
2010,11104,Queens,2917,3,5,2543,350170,1578408.3,1753787
2010,11105,Queens,2747,2,3,3747,603044,1381455.9,1534951
2010,11106,Queens,2508,1,5,1443,138601,1237714.2,1375238
2010,11109,Queens,1207,2,5,3547,424558,1672514.1,1858349
2010,11351,Queens,3101,3,6,1338,105910,282533.4,313926
2010,11354,Queens,1015,1,6,2268,345366,1295613.9,1439571
2010,11355,Queens,3401,2,5,1698,514757,558024.3,620027
2010,11356,Queens,1795,3,2,3176,336924,1200440.7,1333823
2010,11357,Queens,2317,1,4,1743,534236,1531824.3,1702027
2010,11358,Queens,3094,2,0,2750,151053,896791.5,996435
2010,11359,Queens,1530,3,1,2632,609461,247280.4,274756
2010,11360,Queens,1832,2,5,3920,390514,820544.4,911716
2010,11361,Queens,1752,3,6,3513,285011,336642.3,374047
2010,11362,Queens,838,1,5,1213,261913,1198682.1,1331869
2010,11363,Queens,2448,1,5,2939,242296,449144.1,499049
2010,11364,Queens,3313,1,5,1609,627894,363264.3,403627
2010,11365,Queens,1429,2,6,3790,198843,630766.8,700852
2010,11366,Queens,1660,3,6,1697,203085,1717813.8,1908682
2010,11367,Queens,1708,1,0,1996,147394,507725.1,564139
2010,11368,Queens,1196,1,2,1144,194209,970380.9,1078201
2010,11369,Queens,2795,3,4,1902,497815,469778.4,521976
2010,11370,Queens,1971,3,0,2412,297025,1447219.8,1608022
2010,11371,Queens,2935,2,5,3056,104070,1219221.9,1354691
2010,11372,Queens,3425,3,3,2817,458984,1197021.6,1330024
2010,11373,Queens,2141,1,5,3297,294895,880980.3,978867
2010,11374,Queens,2282,2,4,2822,711651,893889,993210
2010,11375,Queens,1312,1,3,1361,32178,1140208.2,1266898
2010,11377,Queens,2049,1,0,2901,83796,1747672.2,1941858
2010,11378,Queens,1786,1,6,1549,86386,1033714.8,1148572
2010,11379,Queens,2023,3,6,2646,423252,1799387.1,1999319
2010,11385,Queens,1024,2,2,2062,305912,481947.3,535497
2010,11411,Queens,2115,1,0,3348,649496,1091412,1212680
2010,11412,Queens,556,3,6,2467,432002,533954.7,593283
2010,11413,Queens,1093,1,1,2943,343918,617086.8,685652
2010,11414,Queens,2816,3,5,1749,111652,622300.5,691445
2010,11415,Queens,606,3,4,1699,527879,771250.5,856945
2010,11416,Queens,649,3,3,3998,607623,1671177.6,1856864
2010,11417,Queens,2598,3,0,2270,635006,1566885.6,1740984
2010,11418,Queens,1642,3,2,3731,686478,625497.3,694997
2010,11419,Queens,2417,3,5,1229,74364,1509376.5,1677085
2010,11420,Queens,2951,1,1,2621,179179,396985.5,441095
2010,11421,Queens,700,1,4,1776,514409,1439074.8,1598972
2010,11422,Queens,3250,2,1,1537,103697,1639811.7,1822013
2010,11423,Queens,3143,2,5,3366,85695,1593652.5,1770725
2010,11426,Queens,1507,3,3,3905,313869,1654292.7,1838103
2010,11427,Queens,804,3,2,3223,174675,400601.7,445113
2010,11428,Queens,2643,3,3,2071,724470,839707.2,933008
2010,11429,Queens,3112,3,2,2068,420927,1057772.7,1175303
2010,11430,Queens,1769,1,3,1960,443623,552015.9,613351
2010,11432,Queens,2148,1,3,3187,80708,492565.5,547295
2010,11433,Queens,1360,2,1,1120,674662,274408.2,304898
2010,11434,Queens,1285,3,5,2796,724721,1198798.2,1331998
2010,11435,Queens,719,3,3,3577,176655,963922.5,1071025
2010,11436,Queens,1161,1,2,3560,42529,235045.8,261162
2010,11691,Queens,1980,1,5,2352,270863,354255.3,393617
2010,11692,Queens,2588,1,0,3956,34257,239831.1,266479
2010,11693,Queens,2552,1,4,2751,122179,1213307.1,1348119
2010,11694,Queens,3447,3,3,1482,161816,1528155.9,1697951
2010,11697,Queens,3163,2,0,3900,709741,551116.8,612352
2010,10301,Staten,2883,3,0,2298,452570,244667.7,271853
2010,10302,Staten,1524,1,2,1222,51290,419458.5,466065
2010,10303,Staten,2640,1,2,2406,668493,638757,709730
2010,10304,Staten,1773,2,1,3446,208978,1110311.1,1233679
2010,10305,Staten,3282,3,4,2416,714964,1644669.9,1827411
2010,10306,Staten,501,2,5,1460,30382,708752.7,787503
2010,10307,Staten,1428,1,1,1105,52396,1705102.2,1894558
2010,10308,Staten,3103,1,1,1565,201660,939486.6,1043874
2010,10309,Staten,1266,1,0,1202,484742,1549670.4,1721856
2010,10310,Staten,3190,3,1,1938,382672,348312.6,387014
2010,10311,Staten,2275,1,0,1544,446907,1723936.5,1915485
2010,10312,Staten,1453,3,5,1045,217689,1168192.8,1297992
2010,10314,Staten,3439,1,3,3029,661102,1706410.8,1896012
2011,10001,Manhattan,913,2,4,1059,237416,679377.6,754864
2011,10002,Manhattan,2166,2,2,2671,62600,1280844.9,1423161
2011,10003,Manhattan,718,2,2,2482,73144,1755963.9,1951071
2011,10004,Manhattan,528,3,5,1520,225626,317632.5,352925
2011,10005,Manhattan,1987,3,2,1827,661306,1043889.3,1159877
2011,10006,Manhattan,740,1,0,2404,48441,634452.3,704947
2011,10007,Manhattan,1087,3,4,2623,227608,1279328.4,1421476
2011,10009,Manhattan,2669,2,6,1091,168362,1072349.1,1191499
2011,10010,Manhattan,3491,1,6,1131,452135,1582636.5,1758485
2011,10011,Manhattan,1197,3,1,3471,714215,1004421.6,1116024
2011,10012,Manhattan,1259,1,5,1404,209235,958541.4,1065046
2011,10013,Manhattan,2978,1,6,2633,395858,469343.7,521493
2011,10014,Manhattan,1069,2,4,2054,70212,889565.4,988406
2011,10015,Manhattan,3220,1,4,3489,499223,393299.1,436999
2011,10016,Manhattan,3404,3,4,1468,395712,529493.4,588326
2011,10017,Manhattan,1908,1,1,1502,634168,672782.4,747536
2011,10018,Manhattan,3134,2,2,3396,52070,1739221.2,1932468
2011,10019,Manhattan,2402,1,1,3333,548140,1417850.1,1575389
2011,10020,Manhattan,1562,3,5,1714,417183,1233171.9,1370191
2011,10021,Manhattan,831,3,5,2432,137041,1245130.2,1383478
2011,10022,Manhattan,731,1,0,2879,224257,1053223.2,1170248
2011,10023,Manhattan,1401,3,2,3238,318136,344983.5,383315
2011,10024,Manhattan,2657,2,1,2339,573678,1754727.3,1949697
2011,10025,Manhattan,1156,3,2,3464,163942,1448726.4,1609696
2011,10026,Manhattan,1985,3,3,2387,198237,507841.2,564268
2011,10027,Manhattan,2095,2,3,1354,685745,922540.5,1025045
2011,10028,Manhattan,2349,1,6,1993,637556,1108134.9,1231261
2011,10029,Manhattan,2636,3,2,3537,221710,778003.2,864448
2011,10030,Manhattan,1992,1,1,2508,233748,1090135.8,1211262
2011,10031,Manhattan,924,2,5,3906,243961,1711175.4,1901306
2011,10032,Manhattan,2256,3,3,2756,490309,1340586,1489540
2011,10033,Manhattan,637,1,5,2520,625090,1556658,1729620
2011,10034,Manhattan,576,1,6,2595,129286,1486400.4,1651556
2011,10035,Manhattan,3036,2,4,2738,593633,977138.1,1085709
2011,10036,Manhattan,3366,2,2,1185,302357,247204.8,274672
2011,10037,Manhattan,2425,2,1,3676,435999,490421.7,544913
2011,10038,Manhattan,1408,2,1,2430,739831,850701.6,945224
2011,10039,Manhattan,2053,3,2,1676,717757,1473931.8,1637702
2011,10040,Manhattan,757,3,4,3370,32724,1220315.4,1355906
2011,10041,Manhattan,1332,2,4,2963,122906,1464983.1,1627759
2011,10044,Manhattan,992,2,6,1858,187513,1248166.8,1386852
2011,10045,Manhattan,790,1,1,3307,337132,1220188.5,1355765
2011,10048,Manhattan,3347,2,2,2760,546544,1714202.1,1904669
2011,10055,Manhattan,2915,1,4,3972,312973,318973.5,354415
2011,10060,Manhattan,536,2,1,1542,249840,1299108.6,1443454
2011,10069,Manhattan,1745,1,1,3607,223529,1420614,1578460
2011,10090,Manhattan,2539,2,0,1908,542012,1317663,1464070
2011,10095,Manhattan,1919,1,5,2415,174956,274333.5,304815
2011,10098,Manhattan,2169,3,4,3088,65454,1587441.6,1763824
2011,10099,Manhattan,2833,3,6,1636,678081,1507557.6,1675064
2011,10103,Manhattan,1422,2,6,1875,170189,1266656.4,1407396
2011,10104,Manhattan,1851,3,3,1615,670664,1010103.3,1122337
2011,10105,Manhattan,1608,2,4,3383,400121,1068588.9,1187321
2011,10106,Manhattan,1832,1,3,2524,188682,1091039.4,1212266
2011,10107,Manhattan,3455,2,5,1745,579530,670368.6,744854
2011,10110,Manhattan,1577,3,6,1495,726927,1597419.9,1774911
2011,10111,Manhattan,2603,3,0,1718,42389,336726.9,374141
2011,10112,Manhattan,1416,1,5,1823,249812,1715366.7,1905963
2011,10115,Manhattan,3029,2,2,3058,298450,668961,743290
2011,10118,Manhattan,2619,1,2,2567,643012,627759,697510
2011,10119,Manhattan,3487,3,2,2079,569957,1319771.7,1466413
2011,10120,Manhattan,2143,3,2,3885,439797,1606756.5,1785285
2011,10121,Manhattan,2133,3,5,1910,732737,502657.2,558508
2011,10122,Manhattan,719,2,4,2141,529794,780233.4,866926
2011,10123,Manhattan,933,2,0,1217,654745,1785349.8,1983722
2011,10128,Manhattan,1244,2,6,2559,169048,1146022.2,1273358
2011,10151,Manhattan,1545,3,5,3187,33149,1165418.1,1294909
2011,10152,Manhattan,925,2,5,3945,257205,1099292.4,1221436
2011,10153,Manhattan,611,1,5,3008,114848,1421185.5,1579095
2011,10154,Manhattan,2060,2,4,3641,49086,921771,1024190
2011,10155,Manhattan,1581,3,4,2953,319480,1605402.9,1783781
2011,10158,Manhattan,2524,2,5,1219,608173,1585522.8,1761692
2011,10161,Manhattan,608,3,6,3986,748672,341147.7,379053
2011,10162,Manhattan,3461,1,3,1922,437342,961260.3,1068067
2011,10165,Manhattan,1270,1,4,3752,233672,613685.7,681873
2011,10166,Manhattan,820,3,2,1536,260008,1461196.8,1623552
2011,10167,Manhattan,2250,1,2,2477,187711,1364954.4,1516616
2011,10168,Manhattan,3224,3,5,1706,67628,1341063.9,1490071
2011,10169,Manhattan,1465,1,5,1347,172182,1051739.1,1168599
2011,10170,Manhattan,3359,3,5,3764,447981,728795.7,809773
2011,10171,Manhattan,2181,3,6,2698,699739,1623841.2,1804268
2011,10172,Manhattan,3480,2,1,3876,94895,1580101.2,1755668
2011,10173,Manhattan,2146,2,6,2269,123748,1604985.3,1783317
2011,10174,Manhattan,1993,3,5,1576,726797,1116432,1240480
2011,10175,Manhattan,3473,3,6,1840,195493,1444474.8,1604972
2011,10176,Manhattan,731,3,6,2429,377154,1430662.5,1589625
2011,10177,Manhattan,776,3,6,1737,171838,1452938.4,1614376
2011,10178,Manhattan,3341,3,6,3189,595103,653261.4,725846
2011,10199,Manhattan,1670,2,4,2927,402349,1518615.9,1687351
2011,10270,Manhattan,946,3,1,2467,709930,1131653.7,1257393
2011,10271,Manhattan,3455,2,2,2691,360934,1686146.4,1873496
2011,10278,Manhattan,579,1,2,2787,115331,752286.6,835874
2011,10279,Manhattan,941,2,3,2832,261128,1495098.9,1661221
2011,10280,Manhattan,2770,3,3,1853,608126,472627.8,525142
2011,10281,Manhattan,1618,3,2,2256,520303,1562296.5,1735885
2011,10282,Manhattan,1667,2,4,1063,58688,245319.3,272577
2011,10301,Staten,2758,3,5,3725,328107,805374.9,894861
2011,10302,Staten,1704,3,1,3116,228583,588483.9,653871
2011,10303,Staten,2368,2,4,1331,124215,1788944.4,1987716
2011,10304,Staten,2190,2,0,1458,506412,319969.8,355522
2011,10305,Staten,2943,3,4,3441,367516,1401819.3,1557577
2011,10306,Staten,3201,3,0,1239,30521,1744928.1,1938809
2011,10307,Staten,2366,3,5,1660,718608,1289133,1432370
2011,10308,Staten,732,1,4,3652,479050,245870.1,273189
2011,10309,Staten,2073,3,6,2582,97555,1791544.5,1990605
2011,10310,Staten,2024,1,5,1183,483474,1048194.9,1164661
2011,10311,Staten,2109,1,0,1190,219261,465078.6,516754
2011,10312,Staten,2307,3,1,3396,357167,1376884.8,1529872
2011,10314,Staten,3032,1,5,1142,245601,1599329.7,1777033
2011,10451,Bronx,1018,3,1,3131,650203,1496390.4,1662656
2011,10452,Bronx,949,3,2,1258,728336,1699844.4,1888716
2011,10453,Bronx,2738,3,1,2381,305226,819380.7,910423
2011,10454,Bronx,3031,2,6,3646,191718,392592.6,436214
2011,10455,Bronx,3003,2,0,2967,321947,1248651.9,1387391
2011,10456,Bronx,598,1,3,2624,683640,1696473,1884970
2011,10457,Bronx,1147,3,1,3098,619326,267233.4,296926
2011,10458,Bronx,2749,3,5,3187,149955,1741966.2,1935518
2011,10459,Bronx,2294,2,1,1718,387668,380471.4,422746
2011,10460,Bronx,1114,2,6,3316,422136,659961.9,733291
2011,10461,Bronx,825,3,2,1208,512944,243138.6,270154
2011,10462,Bronx,2531,3,5,3796,57641,1700958.6,1889954
2011,10463,Bronx,793,1,4,3673,193817,811305,901450
2011,10464,Bronx,1462,1,0,2573,83318,563691.6,626324
2011,10465,Bronx,2384,2,6,1007,502977,1543866.3,1715407
2011,10466,Bronx,2286,3,2,1760,92463,472439.7,524933
2011,10467,Bronx,786,2,0,3611,272628,503362.8,559292
2011,10468,Bronx,1228,2,3,1317,343379,718752.6,798614
2011,10469,Bronx,556,1,5,2756,566065,1031434.2,1146038
2011,10470,Bronx,1935,1,5,2677,375987,1332857.7,1480953
2011,10471,Bronx,554,2,0,2860,359018,1696535.1,1885039
2011,10472,Bronx,940,3,6,3300,226659,398257.2,442508
2011,10473,Bronx,2313,3,2,2494,659745,359034.3,398927
2011,10474,Bronx,2402,1,0,1964,656905,923969.7,1026633
2011,10475,Bronx,2294,3,5,1544,326086,1258350.3,1398167
2011,11004,Queens,619,2,4,2066,614436,905522.4,1006136
2011,11101,Queens,2145,1,3,3449,650774,1735038.9,1927821
2011,11102,Queens,740,2,3,3632,659083,595962,662180
2011,11103,Queens,2698,2,1,3088,163734,1058562,1176180
2011,11104,Queens,3199,1,0,3814,447508,1179564.3,1310627
2011,11105,Queens,3118,1,6,2997,514167,1797117.3,1996797
2011,11106,Queens,2321,2,2,1800,509146,645825.6,717584
2011,11109,Queens,2095,3,6,1566,277350,898049.7,997833
2011,11201,Brooklyn,2411,3,3,1525,367171,882891.9,980991
2011,11203,Brooklyn,2163,1,1,3605,77063,759036.6,843374
2011,11204,Brooklyn,1041,3,5,1799,74211,1790471.7,1989413
2011,11205,Brooklyn,1496,1,0,3919,325161,1759620.6,1955134
2011,11206,Brooklyn,1310,1,5,2246,91789,468533.7,520593
2011,11207,Brooklyn,3385,2,5,1760,113725,1048768.2,1165298
2011,11208,Brooklyn,506,2,0,2129,643332,642883.5,714315
2011,11209,Brooklyn,1736,1,6,1160,206074,764458.2,849398
2011,11210,Brooklyn,1529,3,1,3069,740943,1056267,1173630
2011,11211,Brooklyn,2849,1,2,2164,246837,615204.9,683561
2011,11212,Brooklyn,2618,2,4,3963,604648,1001813.4,1113126
2011,11213,Brooklyn,652,3,2,2063,352053,1170393.3,1300437
2011,11214,Brooklyn,3313,3,0,2500,717137,1056331.8,1173702
2011,11215,Brooklyn,3443,3,0,3082,127505,614311.2,682568
2011,11216,Brooklyn,1591,1,4,2212,182431,1651668.3,1835187
2011,11217,Brooklyn,3211,2,6,1449,182469,512139.6,569044
2011,11218,Brooklyn,2360,2,6,2395,402132,819656.1,910729
2011,11219,Brooklyn,1719,2,5,2168,193207,1156991.4,1285546
2011,11220,Brooklyn,1243,2,1,3444,87442,467380.8,519312
2011,11221,Brooklyn,2266,1,3,3300,685041,389372.4,432636
2011,11222,Brooklyn,1834,3,2,1041,532325,1626999.3,1807777
2011,11223,Brooklyn,1932,1,4,2598,169722,529271.1,588079
2011,11224,Brooklyn,2661,3,4,2278,303284,769479.3,854977
2011,11225,Brooklyn,2323,3,2,2576,273776,654527.7,727253
2011,11226,Brooklyn,2145,2,3,2665,632433,1422433.8,1580482
